id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
46414810,Condo in Washington · 1 bedroom · 1 bed · 1 bath,7650266,Stay Attache,,"Dupont Circle, Connecticut Avenue/K Street",38.9136,-77.03583,Entire home/apt,127,31,1,2023-01-31,0.22,99,0,1,
46551522,Townhouse in Washington · ★4.95 · 2 bedrooms · 5 beds · 1 bath,22490527,Alison,,"Capitol Hill, Lincoln Park",38.88881,-76.99121,Entire home/apt,273,1,76,2023-06-05,4.97,3,137,61,"Hosted License: 5007242201000212
Unhosted License: 5007262201000213"
46635579,Guest suite in Washington · ★4.86 · 1 bedroom · 1 bed · 1 bath,177743379,Ray,,"Capitol View, Marshall Heights, Benning Heights",38.87692,-76.93638,Entire home/apt,81,2,22,2023-05-13,0.72,1,128,4,Hosted License: 5007242201000427
46563282,Townhouse in Washington · 2 bedrooms · 2 beds · 1.5 baths,7100311,D.,,"Shaw, Logan Circle",38.91163,-77.02661,Entire home/apt,799,31,0,,,3,0,0,
47073574,Condo in Washington · ★4.64 · 1 bedroom · 2 beds · 1 bath,340259440,Jessica,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90145,-76.97645,Entire home/apt,104,1,28,2023-06-04,1.25,1,141,18,Exempt
46576144,Condo in Washington · Studio · 1 bed · 1 bath,2470545,Virinder,,"West End, Foggy Bottom, GWU",38.89607,-77.04606,Entire home/apt,65,90,1,2021-05-19,0.04,1,54,0,
47074315,Rental unit in Washington · 1 bedroom · 1 bed · 1 bath,39930655,Team,,"Capitol Hill, Lincoln Park",38.88079,-76.99943,Entire home/apt,176,1,2,2023-01-03,0.35,190,299,2,Exempt
46646458,Rental unit in Washington · ★5.0 · 1 bedroom · 1 bed · 1 bath,4641615,Su,,"Capitol Hill, Lincoln Park",38.87818,-76.98546,Entire home/apt,10,2,22,2023-05-30,2.02,1,78,22,Hosted License: 5007242201001762
46578981,Home in Washington · ★4.94 · 2 bedrooms · 2 beds · 1 bath,231133074,Thomas,,"Brookland, Brentwood, Langdon",38.92288,-76.99123,Entire home/apt,131,3,69,2023-06-11,2.26,2,193,22,"Hosted License: 5007242201000262
Unhosted License: 5007262201000263"
47124147,Home in Washington · ★5.0 · 3 bedrooms · 3 beds · 3.5 baths,61643,Robert,,Historic Anacostia,38.86376,-76.98872,Entire home/apt,407,2,42,2023-06-10,2.36,2,347,24,"Hosted License: 5007242201001107
Unhosted License: 5007262201001108"
47134889,Rental unit in Washington · ★4.70 · 1 bedroom · 2 beds · 1 bath,39930655,Team,,"Capitol Hill, Lincoln Park",38.88061,-76.9949,Entire home/apt,285,31,20,2022-10-14,0.66,190,178,3,Exempt
46598276,Rental unit in Washington · ★4.96 · 2 bedrooms · 2 beds · 2.5 baths,39930655,Team,,"Capitol Hill, Lincoln Park",38.8878,-76.99825,Entire home/apt,263,31,26,2022-11-26,0.84,190,291,6,
47137342,Rental unit in Washington · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,44706521,David,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92925,-77.02328,Private room,39,32,4,2021-11-06,0.15,7,0,0,
46665279,Townhouse in Washington · ★4.40 · 2 bedrooms · 3 beds · 1 bath,1568403,Selam,,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.90404,-76.92958,Entire home/apt,85,31,30,2023-05-14,1.01,1,217,6,
46669854,Rental unit in Washington · 4 bedrooms · 1 bed · 0 shared baths,294545484,June,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91421,-77.01813,Private room,92,91,0,,,178,181,0,
46676296,Rental unit in Washington · ★4.78 · 1 bedroom · 1 bed · 1 bath,38658582,Becky,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91667,-77.00393,Entire home/apt,65,31,18,2021-10-12,0.59,2,0,0,
46678410,Townhouse in Washington · ★4.98 · 2 bedrooms · 2 beds · 2.5 baths,63742377,Joseph,,"Near Southeast, Navy Yard",38.8799,-77.00089,Entire home/apt,403,3,44,2023-06-09,1.91,1,22,21,"Hosted License: 5007242201000967
Unhosted License: 5007262201000968"
46694180,Rental unit in Washington · ★4.60 · 1 bedroom · 2 beds · 1 bath,39930655,Team,,"Dupont Circle, Connecticut Avenue/K Street",38.91545,-77.04311,Entire home/apt,183,31,15,2023-04-28,0.49,190,279,8,Exempt
46696105,Rental unit in Washington · ★4.68 · 1 bedroom · 1 bed · 1 bath,39930655,Team,,"Dupont Circle, Connecticut Avenue/K Street",38.91393,-77.04026,Entire home/apt,103,31,25,2023-01-01,0.94,190,216,8,Exempt
46602569,Townhouse in Washington · ★5.0 · 1 bedroom · 1 bed · 1 private bath,27789799,Kevann,,"Congress Heights, Bellevue, Washington Highlands",38.83995,-76.99123,Private room,139,1,7,2022-10-09,0.23,2,140,1,
47137816,Rental unit in Washington · ★4.90 · 2 bedrooms · 3 beds · 1 bath,380302583,Eskinder,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.904789,-76.988495,Entire home/apt,153,2,160,2023-06-14,5.71,1,281,66,Hosted License: 5007242201001713
47547150,Townhouse in Washington · 3 bedrooms · 3 beds · 2.5 baths,1397804,Lauren,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92591,-77.04071,Entire home/apt,200,31,0,,,1,0,0,
47158328,Rental unit in Washington · Studio · 1 bed · 1 bath,2387207,Ari,,"Shaw, Logan Circle",38.90903,-77.03426,Entire home/apt,200,31,0,,,2,0,0,
47160427,Rental unit in Washington · ★4.71 · 1 bedroom · 1 bed · 1 bath,39930655,Team,,"Dupont Circle, Connecticut Avenue/K Street",38.90945,-77.04694,Entire home/apt,138,31,48,2023-05-25,1.77,190,200,9,Exempt
47548579,Rental unit in Washington · ★4.60 · 1 bedroom · 1 bed · 1 bath,140643176,Dianna,,"Brightwood Park, Crestwood, Petworth",38.95025,-77.02102,Entire home/apt,82,31,5,2022-12-22,0.20,1,296,2,
47160436,Rental unit in Washington · 1 bedroom · 1 bed · 1 bath,39930655,Team,,"Dupont Circle, Connecticut Avenue/K Street",38.90888,-77.04683,Entire home/apt,106,31,2,2023-03-31,0.07,190,168,1,Exempt
47170569,Condo in Washington · ★4.83 · 1 bedroom · 1 bed · 1 bath,10017908,Benta,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91889,-77.00244,Entire home/apt,80,31,6,2022-02-19,0.22,1,0,0,
47174397,Serviced apartment in Washington · 1 bedroom · 2 beds · 1 bath,9419684,Churchill,,"West End, Foggy Bottom, GWU",38.900692,-77.049126,Entire home/apt,479,31,0,,,46,334,0,
46696132,Rental unit in Washington · ★4.80 · 1 bedroom · 1 bed · 1 bath,39930655,Team,,"Dupont Circle, Connecticut Avenue/K Street",38.91169,-77.04225,Entire home/apt,240,31,35,2023-05-17,1.35,190,268,4,Exempt
46707784,Townhouse in Washington · ★5.0 · 1 bedroom · 1 shared bath,117707156,Camille,,"Congress Heights, Bellevue, Washington Highlands",38.84125,-76.99138,Private room,300,31,3,2022-06-26,0.22,2,173,1,
47560691,Rental unit in Washington · ★4.78 · 2 bedrooms · 2 beds · 1 bath,383928857,Annie,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90493,-76.98891,Entire home/apt,130,2,45,2023-05-29,1.58,2,340,25,Hosted License: 5007242201001850
46713309,Guest suite in Washington · ★4.70 · Studio · 1 bed · 1 bath,11649040,Amanda,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93181,-77.03259,Entire home/apt,118,1,122,2023-05-31,4.10,1,130,61,Hosted License: 5007242201000710
47174785,Serviced apartment in Washington · 1 bedroom · 2 beds · 1 bath,30283594,Global Luxury Suites,,"West End, Foggy Bottom, GWU",38.900692,-77.049126,Entire home/apt,479,31,0,,,88,334,0,
47174960,Serviced apartment in Washington · 1 bedroom · 2 beds · 1 bath,9419684,Churchill,,"West End, Foggy Bottom, GWU",38.900692,-77.049126,Entire home/apt,479,31,0,,,46,334,0,
47568663,Townhouse in Washington · ★4.89 · 1 bedroom · 2 beds · 1 private bath,147716131,Evgenia,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96035,-77.00557,Private room,60,3,18,2023-02-28,0.62,1,46,8,
47175069,Guest suite in Washington · ★4.84 · 1 bedroom · 2 beds · 1 bath,78253263,Rachel,,"Brookland, Brentwood, Langdon",38.93151,-76.98525,Entire home/apt,75,1,114,2022-10-08,3.97,1,0,10,Hosted License: 5007242201000397
47191075,Serviced apartment in Washington · 1 bedroom · 2 beds · 1 bath,9419684,Churchill,,"West End, Foggy Bottom, GWU",38.900692,-77.049126,Entire home/apt,479,31,0,,,46,334,0,
46714908,Guest suite in Washington · ★4.39 · Studio · 1 bed · 1 bath,32231912,Orren,,"Takoma, Brightwood, Manor Park",38.96768,-77.02168,Entire home/apt,69,1,61,2023-05-21,2.17,2,303,16,Hosted License: 5007242201000724
